Acc x axis,Acc y axis,Acc z axis,Gyr x axis,Gyr y axis,Gyr z axis,Label
-12.87637711,0.310767829,3.45583415,1.123806238,0.077577598,0.287861764,1
-11.26361465,-0.706181765,0.833300471,1.159235358,-0.459968001,0.844954491,1
-8.971290588,0.286839604,-0.454038084,0.509293914,-0.839914978,0.984227657,1
-9.220144272,-2.005484581,2.319243431,-0.348335654,-0.962084413,1.10028863,1
-7.212565422,-3.754637718,4.441677094,-0.417972237,-0.931542099,0.934138179,1
-10.25862885,-2.460120678,5.338985443,-0.240826532,-0.600462854,0.555412889,1
-11.36889839,-0.498006225,4.092324734,0.500742018,-0.295039237,0.366050214,1
-10.70608711,1.490429401,1.433898926,0.457982719,-0.328024983,0.642153203,1
-7.815557003,-0.842572689,3.302693367,-0.541363358,-0.444085956,1.026986957,1
-6.023332596,-1.301994562,3.498904943,-0.51937288,-0.253501624,0.500436604,1
-7.179066181,-0.127118707,2.087139606,-0.573127449,-0.208298922,0.187682822,1
-6.657430649,-0.509970307,2.831307411,-0.685523331,0.108119965,-0.01267508,1
-6.375077724,-0.536291361,3.092125177,-0.585344374,0.40377003,-0.388956994,1
-6.918248653,0.131306142,4.59242487,-0.494938999,0.620009959,-0.674833536,1
-9.533603668,0.987936676,5.286343575,-0.103996746,0.604127944,-0.722479582,1
-12.84287739,0.576371133,2.469991207,-0.194402143,0.492953748,-0.3229855,1
-11.56032467,0.241375983,4.642673969,-0.758825004,0.259610087,0.254876018,1
-14.7762785,0.920937598,7.683951855,0.241742805,0.736070931,-0.002901525,1
-12.17049408,-2.407478571,0.878764093,0.569156945,0.712858737,0.14248012,1
-9.801599503,-4.328915119,1.302293777,0.067040488,0.979188144,-0.414612591,1
-7.789236069,-2.462513685,5.36052084,-0.110105217,0.384222925,-0.663838267,1
-7.313064098,-1.536491275,-1.104885817,0.921004951,-0.236397892,-0.377961755,1
-8.385048866,-0.864108086,-0.343968242,0.247851282,0.418430358,-0.611305416,1
-9.820742607,-0.914357364,2.544168711,0.355360389,0.716523826,-0.558772504,1
-10.6103735,0.473479778,1.034297585,0.310157686,0.318251431,-0.13362284,1
-10.20359421,-1.033998489,0.617946446,-0.06734591,-0.098346412,0.070400149,1
-8.688937187,-1.739881158,1.034297585,-0.007482879,-0.00671932,-0.099415392,1
-7.841877937,-1.56041944,1.661217093,0.029167956,-0.03115321,-0.162943512,1
-8.571688652,-0.835394204,1.247258782,0.115908265,0.139884025,-0.424386144,1
-9.014361382,0.334696054,1.065404296,0.024281178,0.150879279,-0.360858023,1
-9.418747902,-0.007477571,1.816750646,-0.08933641,0.114228435,-0.387735307,1
-9.516854286,-0.734895647,1.070189953,-0.09910997,-0.023823043,-0.28755635,1
-9.768099785,-1.196710467,1.029511929,-0.111326911,-0.187530115,-0.195929259,1
-11.25882912,-0.677467883,1.596610904,-0.066124216,-0.227846026,-0.021226943,1
-10.34477043,-0.098404832,1.460219979,0.069483876,-0.170426384,-0.052990999,1
-11.57946682,0.112163559,2.254637241,0.37246412,-0.04703524,-0.220363155,1
-12.80219936,-0.167796686,2.33838582,0.554496586,-0.109341659,0.198678076,1
-11.66082287,-0.498006225,-0.023330022,0.301605821,-0.440420866,0.4381302,1
-10.54337502,-0.519541621,1.366899967,0.063375406,-0.555260181,0.695907712,1
-7.657630444,-3.582354546,3.175873756,-0.389873266,-0.91688174,0.918256164,1
-8.315656662,-4.264308929,3.379263878,-0.617108464,-1.16122067,0.667808771,1
-8.777471542,-2.596511602,4.695316315,-0.19562383,-0.539378107,0.377045482,1
-11.17268753,-0.433400005,1.92203474,0.324818015,-0.354902267,0.347724795,1
-11.63928795,-0.356829673,2.654238462,0.125681818,-0.455081195,0.659256876,1
-8.026124954,-1.761416554,2.529811859,-0.333675325,-0.507614076,0.716676533,1
-7.844270706,-1.211067319,2.860021353,-0.619551837,-0.446529359,0.450347155,1
-7.045068264,-1.445564032,2.67338109,-0.490052223,-0.422095448,0.353833288,1
-6.968497753,-0.847358346,2.915056229,-0.439962745,-0.142327413,0.026419144,1
-6.808178425,-0.596111953,3.259622574,-0.273812294,0.102011494,-0.194707558,1
-7.346563816,-0.009870393,4.125824451,0.020616096,0.433090717,-0.489135951,1
-9.14596653,0.758225679,4.283750534,0.214865521,0.623675048,-0.57098949,1
-10.94536877,0.660119951,4.243072987,0.300384134,0.731184185,-0.368188173,1
-11.62253761,0.186341062,2.917448997,-0.19562383,0.429425627,0.143701822,1
-10.24427223,-0.067298137,7.066603661,0.020616096,0.516165912,0.061848287,1
-13.01755333,-0.799501836,3.386442184,0.37246412,0.908329844,0.116824538,1
-9.492925644,-2.833401203,0.735194743,0.409114957,0.583359122,0.02519745,1
-9.650852203,-2.658725023,3.422334671,-0.446071208,0.74340111,-0.555107474,1
-9.378069878,-1.636989832,2.599203587,0.338256657,0.216850773,-0.264344156,1
-7.858627796,-1.546062589,-0.930209816,0.271063477,0.03115321,-0.258235693,1
-9.031110764,-1.347458243,2.594418049,-0.757297873,-0.335660577,0.229831278,1
-8.006982803,-1.718345761,3.719044685,-0.683996201,-0.477377146,0.347113967,1
-9.720243454,-0.799501836,4.156930923,-0.418888509,-0.583664536,0.421637326,1
-10.41416264,-1.60827589,4.147359848,-0.233190939,-0.449278146,0.723395884,1
-9.581459999,-0.914357364,5.056632519,0.077272177,-0.292901248,0.501047492,1
-11.15832996,-0.06011967,3.379263878,0.19455485,-0.421179175,0.370326161,1
-9.861420631,0.059521463,4.235894203,0.057725064,-0.186613843,0.45584476,1
-7.985447407,0.217447758,3.652045488,0.089489125,-0.313670069,0.38498649,1
-7.636095047,0.53330034,3.683152199,-0.146297917,-0.391858518,0.350779027,1
-7.289135933,0.473479778,3.812364578,-0.019241689,-0.364981234,0.290915996,1
-7.547560692,0.760618508,4.037290096,0.233649075,-0.159736559,0.050242186,1
-7.985447407,1.392323732,4.219144344,0.416903257,0.002748813,-0.158667579,1
-8.880363464,2.134098768,3.979862213,0.397356153,-0.010689827,-0.140342161,1
-9.45224762,1.94028008,3.802793503,0.016187452,-0.035123717,-0.131790295,1
-9.672387123,1.279860973,5.784050465,-0.351695299,-0.019241689,-0.134233683,1
-9.150752068,1.105184913,6.288936138,-0.236856028,-0.083991498,-0.291832268,1
-9.500103951,1.789532185,6.231508255,-0.093765058,0.012522369,-0.555718303,1
-14.58724499,-2.708974361,3.71186614,-0.674222648,0.289847016,-0.278393626,1
-9.418747902,-3.120539904,6.410970211,0.065055236,0.565949976,-0.180658072,1
-6.848856449,-2.929114103,3.58504653,0.49387002,-0.014354911,-0.288167208,1
-8.054839134,-3.637389421,0.960120082,-0.022906773,0.030847786,-0.644901991,1
-10.42851925,-1.866700768,2.405385017,-0.068109468,0.623369634,-1.005301833,1
-9.01675415,-1.189531922,3.568296671,0.547624588,0.602600813,-0.350473613,1
-7.025925636,-2.735295296,2.199602127,0.210436881,0.482874751,-0.111021489,1
-8.672187805,-2.139482498,2.572882652,-0.046118967,0.729657054,-0.709651828,1
-9.382855415,-1.852343798,1.488933921,0.641695023,0.668572307,-0.468977988,1
-7.660023689,-1.933699846,1.823929071,0.299620569,0.515860498,-0.294275671,1
-7.652844906,-0.892821968,2.869592667,0.036956258,0.297177196,-0.494633555,1
-9.576674461,-0.124725878,1.718644857,0.215323657,0.338714808,-0.352917016,1
-8.516654015,-1.48145628,1.69950223,0.063833542,0.331384629,-0.323596328,1
-9.098110199,-1.010070205,2.350350142,-0.138967752,0.089489125,-0.509293914,1
-10.277771,-1.471885085,1.448255897,-0.033902023,-0.098651834,-0.338256657,1
-10.02891827,-1.854736686,1.077368379,0.02107423,-0.185392141,-0.103691325,1
-9.99302578,-0.14626129,1.07497561,0.008857286,-0.130415887,0.013591352,1
-10.52423191,1.007079244,1.979462504,0.325276166,0.159125715,0.041690327,1
-12.38345528,-1.117747307,2.355135679,0.510973752,0.377809018,-0.04382829,1
-13.24965763,-4.467699051,-1.750947952,-1.090820551,0.069942012,0.612221658,1
-15.12323761,-6.417849541,2.469991207,-2.412693977,0.005192202,0.465618312,1
-9.263215065,-7.475477219,8.851649284,-0.07177455,-0.174396887,0.96895647,1
-7.901698589,-6.838986397,3.247658491,1.410140872,-0.068109468,1.012937427,1
-9.705886841,-1.895414591,2.527418852,-0.051005747,-0.462716788,0.730726063,1
-13.02473164,-0.538684189,2.505883455,-0.202495873,-0.514027953,0.394760042,1
-9.22492981,-0.821037292,1.733001828,0.038177952,-0.393080205,0.733169436,1
-4.601995945,-1.636989832,2.474776745,-0.796392143,-0.935512602,0.994612038,1
-4.200001717,-1.627418518,2.570489645,-0.979646266,-1.07112062,0.893211424,1
-5.468197823,-2.266302109,2.398206472,-0.828156173,-0.962389827,0.705070436,1
-7.332206726,-1.500598907,3.522833109,-0.396898001,-0.413849026,0.304354638,1
-7.475776196,0.009272188,3.623331785,0.331384629,0.269078225,-0.0865876,1
-8.136195183,0.820439041,3.123231649,0.314280927,0.45477578,-0.323596328,1
-10.63908768,1.79671073,4.298107624,0.181116208,0.470657825,-0.414001733,1
-10.80897808,-0.100797653,3.994219303,-0.611916244,0.167677566,0.031916771,1
-9.653244972,-2.211267233,3.580260992,-0.96742934,-0.47615543,0.108883522,1
-10.39262676,1.703390598,7.607381344,-0.227082461,0.06627693,-0.235634327,1
-22.04567337,0.861117065,4.049253941,0.835944474,0.56106323,-0.079257429,1
-10.18205833,-8.023433685,3.946362734,0.088267431,-0.239146695,0.66475451,1
-2.034497499,-6.822236538,2.682952404,0.076050483,-1.398534775,0.084449634,1
-6.86082077,0.169591308,2.644667149,-0.085213192,-0.522579849,-0.681552827,1
-10.12223816,-1.749452472,-0.360718012,-0.085213192,0.376587331,-0.504407108,1
-14.52981758,-4.14945364,3.436691523,0.281295151,1.219709277,-0.727977216,1
-6.339185238,-2.732902527,2.424527645,1.412584305,1.291789293,-0.435992241,1
-5.001597404,-2.13469696,0.48394838,0.229984,0.732100427,-0.786618531,1
-10.8927269,-0.507577479,2.410170555,-0.075439639,0.336271405,-0.89657104,1
-7.667201996,-1.390529037,2.288136721,0.437672049,0.455997467,-0.258846521,1
-6.102295876,-1.4479568,1.792822361,0.242200941,0.415681571,-0.377350897,1
-9.318249702,-0.002691926,2.1302104,0.172564358,0.435228676,-0.614359617,1
-10.6103735,-0.160618216,1.10608232,0.311837524,0.562284887,-0.550831497,1
-9.976275444,-0.040977087,1.728216171,-0.035123717,0.289847016,-0.527619302,1
-9.681958199,-0.356829673,1.398006678,-0.137746051,-0.090099968,-0.296719044,1
-11.05783176,0.026021946,0.620339274,-0.23441264,-0.325887024,-0.073148958,1
-10.16530895,-0.234795719,0.122632161,-0.560605049,-0.303896517,0.242048234,1
-10.21795082,-0.208474666,2.426920414,-0.504407108,-0.197609082,-0.038941514,1
-13.63250923,-2.59890461,3.446262836,-0.048562355,0.16645588,-0.148894012,1
-11.96949673,-6.001498222,-0.408574462,-0.989419818,-0.140189439,0.96895647,1
-12.90509033,-6.013462543,1.484148264,-1.739540339,-0.353985995,0.705070436,1
-9.466604233,-6.40588522,5.83669281,-0.724312127,-0.416292399,0.967734754,1
-9.124430656,-7.853542805,7.11685276,0.901915967,0.171342656,0.772263646,1
-8.351549149,-3.091825962,2.247458696,0.788298368,-0.27457583,0.734391093,1
-13.05823135,-0.050548378,2.180459738,-0.040010497,-0.407740533,0.088114716,1
-9.136395454,-1.43359983,3.276372433,0.587940514,-0.209826037,0.708735526,1
-4.939383984,-0.868893743,1.067797065,0.222653821,-0.731489599,0.942079186,1
-3.309871912,-1.373779297,2.663809776,-0.811052442,-1.127318621,0.981173396,1
-5.659623623,-1.543669701,2.989233732,-0.360247165,-0.941621065,0.530368149,1
-6.762714863,-1.134497046,3.357728481,0.260526359,-0.083991498,-0.004734066,1
-8.755936623,0.904187858,3.87218523,0.696671307,0.550067961,-0.439657301,1
